0.332590,0.0559640,1
0.568460,0.740600,0
0.445560,0.579910,0
1.000000,0.768150,0
0.793960,0.567890,0
0.567490,0.679039,0
0.664200,0.725190,0
0.329450,0.392170,1
0.493790,0.542260,0
0.645671,0.075464,1
0.056371,0.251831,1
0.132222,0.215494,1
0.626483,0.317848,1
0.490143,0.339691,1
0.164318,0.498023,1
0.053073,0.447091,1
0.466311,0.273235,1
0.468438,0.104302,1
0.355847,0.358155,1
0.618372,0.385490,1
0.151234,0.119958,1
0.380875,0.123068,1
0.087717,0.208352,1
0.600270,0.180034,1
0.390981,0.509969,1
0.370458,0.088837,1
0.611373,0.165303,1
0.226695,0.357556,1
0.086571,0.181379,1
0.430395,0.480536,1
0.574901,0.228660,1
0.350968,0.607312,1
0.435257,0.398618,1
0.278740,0.427235,1
0.189758,0.413951,1
0.226106,0.013315,1
0.481034,0.361501,1
0.479335,0.130040,1
0.560941,0.373245,1
0.423684,0.111450,1
0.440453,0.064979,1
0.034846,0.507031,1
0.012118,0.332095,1
0.245293,0.154525,1
0.522135,0.650265,1
0.405486,0.446806,1
0.368471,0.136204,1
0.499992,0.157021,1
0.307661,0.699710,1
0.227248,0.175387,1
0.633946,0.288852,1
0.556643,0.206473,1
0.369081,0.198714,1
0.199351,0.073866,1
0.160862,0.016298,1
0.329439,0.661943,1
0.163174,0.129361,1
0.426270,0.632182,1
0.109045,0.156234,1
0.085632,0.237457,1
0.226541,0.628346,1
0.100698,0.153105,1
0.044324,0.172568,1
0.238580,0.164376,1
0.132070,0.031218,1
0.316108,0.117521,1
0.303250,0.521799,1
0.376648,0.398964,1
0.537768,0.162898,1
0.197193,0.513183,1
0.429162,0.115794,1
0.272130,0.390727,1
0.538327,0.392924,1
0.059162,0.691291,1
0.105168,0.531574,1
0.314111,0.009131,1
0.530058,0.864420,0
0.937007,0.716366,0
0.739117,0.524309,0
0.696054,0.946065,0
0.630945,0.902159,0
0.972553,0.944094,0
0.553534,0.940721,0
0.555161,0.571652,0
0.878740,0.921616,0
0.637940,0.506916,0
0.930660,0.967451,0
0.953431,0.785041,0
0.515527,0.511153,0
0.554602,0.613089,0
0.450393,0.773806,0
0.780825,0.779350,0
0.516216,0.883531,0
0.820342,0.841840,0
0.498184,0.706519,0
0.728750,0.839259,0
0.597005,0.780562,0
0.645443,0.891743,0
0.749733,0.416809,0
0.833371,0.632364,0
0.819720,0.535293,0
0.907593,0.738193,0
0.736758,0.452431,0
0.860410,0.778980,0
0.584931,0.662741,0
0.886939,0.414387,0
0.782196,0.931583,0
0.599937,0.999248,0
0.844251,0.880369,0
0.974552,0.758054,0
0.650677,0.607742,0
0.770226,0.552300,0
0.674424,0.540041,0
0.921930,0.851007,0
0.693364,0.528863,0
0.912508,0.516106,0
0.725862,0.891650,0
0.530104,0.675647,0
0.779223,0.983068,0
0.950999,0.843946,0
0.784927,0.782336,0
0.899129,0.449874,0
0.671996,0.690460,0
0.948157,0.998381,0
0.810750,0.774849,0
0.671610,0.627165,0
0.809548,0.879117,0
0.890254,0.522315,0
0.995649,0.577195,0
0.753887,0.441801,0
0.640033,0.832127,0
0.754176,0.735538,0
0.885550,0.661515,0
0.584739,0.851898,0
0.888019,0.693119,0
0.605525,0.705909,0
0.615699,0.873136,0
0.480493,0.951946,0
0.656905,0.443393,0
0.865648,0.578920,0
0.930379,0.829885,0
0.789439,0.444126,0
0.552532,0.916865,0
0.545355,0.687568,0
0.820868,0.762459,0
0.948908,0.551583,0
